gene,mean,median,max,count
OR1A1,0.0,0.0,0.0,1
GPR25,0.0,0.0,0.0,1
SPACA5B,0.0,0.0,0.0,1
HSPB2,0.0,0.0,0.0,1
DPCR1,0.0,0.0,0.0,9
CLEC12A,0.0,0.0,0.0,7
DRD5,0.0,0.0,0.0,1
OR5AU1,0.0,0.0,0.0,1
FSHR,0.0,0.0,0.0,5
UTF1,0.0,0.0,0.0,1
CRYGA,0.0,0.0,0.0,1
INSL5,0.0,0.0,0.0,1
KRT78,0.0,0.0,0.0,5
RNASE2,0.0,0.0,0.0,1
RNASE3,0.0,0.0,0.0,1
PTCRA,0.0,0.0,0.0,4
CST5,0.0,0.0,0.0,1
OR1L6,0.0,0.0,0.0,2
CST2,0.0,0.0,0.0,1
CST1,0.0,0.0,0.0,2
HSFY2,0.0,0.0,0.0,5
PGK2,0.0,0.0,0.0,1
OR1L3,0.0,0.0,0.0,1
OR1B1,0.0,0.0,0.0,1
OR1N1,0.0,0.0,0.0,2
SMR3B,0.0,0.0,0.0,4
CSN3,0.0,0.0,0.0,1
OR4K14,0.0,0.0,0.0,1
OR4K15,0.0,0.0,0.0,1
REG1B,0.0,0.0,0.0,5
MUC12,0.0,0.0,0.0,6
OR2AT4,0.0,0.0,0.0,1
REG3A,0.0,0.0,0.0,5
C22orf15,0.0,0.0,0.0,11
HTR1E,0.0,0.0,0.0,1
TM4SF4,0.0,0.0,0.0,3
TMPRSS11E,0.0,0.0,0.0,4
OR9K2,0.0,0.0,0.0,1
OR7G3,0.0,0.0,0.0,1
OR7G2,0.0,0.0,0.0,1
WFDC13,0.0,0.0,0.0,1
KRT74,0.0,0.0,0.0,3
AKR1C7P,0.0,0.0,0.0,2
MBD3L1,0.0,0.0,0.0,2
SIGLEC7,0.0,0.0,0.0,6
PATE1,0.0,0.0,0.0,3
KRT73,0.0,0.0,0.0,3
OR5E1P,0.0,0.0,0.0,3
OR10H3,0.0,0.0,0.0,1
OR10H2,0.0,0.0,0.0,1
SOX14,0.0,0.0,0.0,1
SCGB1D1,0.0,0.0,0.0,1
FOXI1,0.0,0.0,0.0,2
KRTAP1-1,0.0,0.0,0.0,2
PSG11,0.0,0.0,0.0,13
PRL,0.0,0.0,0.0,3
PSG8,0.0,0.0,0.0,9
PRYP4,0.0,0.0,0.0,1
CDY1,0.0,0.0,0.0,2
KRT28,0.0,0.0,0.0,1
OR2M4,0.0,0.0,0.0,1
OR8B12,0.0,0.0,0.0,1
CDY1B,0.0,0.0,0.0,2
RBMXL2,0.0,0.0,0.0,1
NTSR2,0.0,0.0,0.0,1
PAH,0.0,0.0,0.0,15
OR10G6,0.0,0.0,0.0,1
C7orf33,0.0,0.0,0.0,1
OR4D5,0.0,0.0,0.0,1
SOSTDC1,0.0,0.0,0.0,2
SPRR1B,0.0,0.0,0.0,1
OR51A10P,0.0,0.0,0.0,1
GIMAP1,0.0,0.0,0.0,2
OR10A2,0.0,0.0,0.0,1
OR52A5,0.0,0.0,0.0,1
HSFY1,0.0,0.0,0.0,4
GP9,0.0,0.0,0.0,1
OR2AG1,0.0,0.0,0.0,3
CNTNAP4,0.0,0.0,0.0,9
OR10V1,0.0,0.0,0.0,1
GOT1L1,0.0,0.0,0.0,3
C11orf40,0.0,0.0,0.0,1
OR52K1,0.0,0.0,0.0,1
CYTL1,0.0,0.0,0.0,3
OR2Y1,0.0,0.0,0.0,1
TRIM40,0.0,0.0,0.0,32
WFDC5,0.0,0.0,0.0,2
DIRC1,0.0,0.0,0.0,1
DSG4,0.0,0.0,0.0,2
RNASE8,0.0,0.0,0.0,1
GOLT1A,0.0,0.0,0.0,2
PROP1,0.0,0.0,0.0,3
SLC17A3,0.0,0.0,0.0,10
DUSP13,0.0,0.0,0.0,15
OR7D4,0.0,0.0,0.0,1
ISX,0.0,0.0,0.0,2
MUCL1,0.0,0.0,0.0,5
OR10H5,0.0,0.0,0.0,1
C11orf86,0.0,0.0,0.0,1
MRGPRD,0.0,0.0,0.0,1
OR6M1,0.0,0.0,0.0,1
P2RY14,0.0,0.0,0.0,3
GPR171,0.0,0.0,0.0,3
SNURFL,0.0,0.0,0.0,1
OR5B3,0.0,0.0,0.0,1
OR1S1,0.0,0.0,0.0,3
OR4B1,0.0,0.0,0.0,1
OR1L1,0.0,0.0,0.0,2
OR10P1,0.0,0.0,0.0,1
KRT2,0.0,0.0,0.0,2
TOPAZ1,0.0,0.0,0.0,1
OR10A6,0.0,0.0,0.0,6
GPR148,0.0,0.0,0.0,1
MAL,0.0,0.0,0.0,5
RPL12P13,0.0,0.0,0.0,1
TBX5,0.0,0.0,0.0,5
AGR3,0.0,0.0,0.0,4
SPERT,0.0,0.0,0.0,4
CYP4A11,0.0,0.0,0.0,9
SFT2D3,0.0,0.0,0.0,1
TERF1P1,0.0,0.0,0.0,1
VN1R4,0.0,0.0,0.0,1
SLC22A8,0.0,0.0,0.0,10
EDN3,0.0,0.0,0.0,5
OR9Q2,0.0,0.0,0.0,1
UBQLN3,0.0,0.0,0.0,2
RBFOX1,0.0,0.0,0.0,21
FAM170B,0.0,0.0,0.0,1
PRG2,0.0,0.0,0.0,4
MOS,0.0,0.0,0.0,1
CCL19,0.0,0.0,0.0,3
GAL3ST3,0.0,0.0,0.0,3
GOLGA6L2,0.0,0.0,0.0,4
CST6,0.0,0.0,0.0,1
KRT25,0.0,0.0,0.0,1
OR9G1,0.0,0.0,0.0,2
OR5M3,0.0,0.0,0.0,1
OR5R1,0.0,0.0,0.0,1
OR5J2,0.0,0.0,0.0,1
COX6B1P3,0.0,0.0,0.0,1
OR10AG1,0.0,0.0,0.0,1
OR4S2,0.0,0.0,0.0,1
GPR152,0.0,0.0,0.0,1
PRM1,0.0,0.0,0.0,1
PABPC5,0.0,0.0,0.0,2
OR52I2,0.0,0.0,0.0,1
TNP2,0.0,0.0,0.0,2
ENSAP3,0.0,0.0,0.0,1
OR8K3,0.0,0.0,0.0,4
KRT18P60,0.0,0.0,0.0,1
TPT1P10,0.0,0.0,0.0,1
OR8H1,0.0,0.0,0.0,4
OR5T1,0.0,0.0,0.0,2
OR4D11,0.0,0.0,0.0,1
OR5T2,0.0,0.0,0.0,2
OR8K5,0.0,0.0,0.0,1
OR8H3,0.0,0.0,0.0,1
OR8H2,0.0,0.0,0.0,2
GIMAP7,0.0,0.0,0.0,1
OR5J1P,0.0,0.0,0.0,1
OR5AS1,0.0,0.0,0.0,1
ARMC10P1,0.0,0.0,0.0,1
OR5AN1,0.0,0.0,0.0,1
C2orf57,0.0,0.0,0.0,1
GPHB5,0.0,0.0,0.0,2
ZBTB12BP,0.0,0.0,0.0,1
SLC2A2,0.0,0.0,0.0,5
MRGPRX4,0.0,0.0,0.0,2
OR4C6,0.0,0.0,0.0,1
DEFB104A,0.0,0.0,0.0,1
DEFB103A,0.0,0.0,0.0,1
CD300LB,0.0,0.0,0.0,2
TPD52L3,0.0,0.0,0.0,3
OR4P4,0.0,0.0,0.0,1
OR4C16,0.0,0.0,0.0,1
OR4C15,0.0,0.0,0.0,1
SLC13A2,0.0,0.0,0.0,7
OR4A15,0.0,0.0,0.0,1
OR4A16,0.0,0.0,0.0,1
NEUROG1,0.0,0.0,0.0,1
OR10K2,0.0,0.0,0.0,1
PENK,0.0,0.0,0.0,9
LGALS7B,0.0,0.0,0.0,2
CLEC1A,0.0,0.0,0.0,5
DAZ3,0.0,0.0,0.0,3
OR11H4,0.0,0.0,0.0,1
OR2A4,0.0,0.0,0.0,1
OR11H6,0.0,0.0,0.0,1
OR4K17,0.0,0.0,0.0,1
OR4L1,0.0,0.0,0.0,1
OR4K13,0.0,0.0,0.0,1
HEPHL1,0.0,0.0,0.0,1
OR4K5,0.0,0.0,0.0,1
OR4M1,0.0,0.0,0.0,1
RPTN,0.0,0.0,0.0,1
DEFB104B,0.0,0.0,0.0,2
CSH1,0.0,0.0,0.0,6
KCNG2,0.0,0.0,0.0,2
LPA,0.0,0.0,0.0,3
OR2AE1,0.0,0.0,0.0,1
ICOS,0.0,0.0,0.0,2
SIGLECL1,0.0,0.0,0.0,8
PRAMEF20,0.0,0.0,0.0,2
OR52B1P,0.0,0.0,0.0,1
VN1R76P,0.0,0.0,0.0,1
OR56B3P,0.0,0.0,0.0,1
IL20RA,0.0,0.0,0.0,7
OR56A1,0.0,0.0,0.0,1
TSPAN16,0.0,0.0,0.0,6
OR10Q1,0.0,0.0,0.0,1
OR52E4,0.0,0.0,0.0,1
ZBED2,0.0,0.0,0.0,1
OR52N2,0.0,0.0,0.0,1
BAK1P1,0.0,0.0,0.0,1
OR52N1,0.0,0.0,0.0,1
OR52N5,0.0,0.0,0.0,1
OR56B2P,0.0,0.0,0.0,1
VCX2,0.0,0.0,0.0,1
OR56B1,0.0,0.0,0.0,1
OR52N4,0.0,0.0,0.0,1
OR2T35,0.0,0.0,0.0,1
C2orf73,0.0,0.0,0.0,8
CAPZA3,0.0,0.0,0.0,1
DEFB124,0.0,0.0,0.0,2
UGT2B17,0.0,0.0,0.0,1
SOHLH2,0.0,0.0,0.0,2
TSPYL6,0.0,0.0,0.0,1
OR2D3,0.0,0.0,0.0,1
OR14C36,0.0,0.0,0.0,1
HNRNPCL1,0.0,0.0,0.0,2
OR2M7,0.0,0.0,0.0,1
FDCSP,0.0,0.0,0.0,1
OR2T12,0.0,0.0,0.0,1
OR4F17,0.0,0.0,0.0,3
OR2M1P,0.0,0.0,0.0,1
DEFB103B,0.0,0.0,0.0,2
DEFB4B,0.0,0.0,0.0,2
OR2AJ1,0.0,0.0,0.0,1
RORC,0.0,0.0,0.0,3
KRTAP4-8,0.0,0.0,0.0,4
CTAGE10P,0.0,0.0,0.0,1
SYCN,0.0,0.0,0.0,1
GAPT,0.0,0.0,0.0,7
NACAP2,0.0,0.0,0.0,1
SFTPC,0.0,0.0,0.0,12
OR10D3,0.0,0.0,0.0,1
EIF4E1B,0.0,0.0,0.0,8
OR2B11,0.0,0.0,0.0,1
OR13D1,0.0,0.0,0.0,1
C15orf53,0.0,0.0,0.0,1
PSAPL1,0.0,0.0,0.0,1
DNAJB8,0.0,0.0,0.0,2
TAC1,0.0,0.0,0.0,5
LRRN1,0.0,0.0,0.0,3
OR6B3,0.0,0.0,0.0,1
OTOS,0.0,0.0,0.0,2
ZNF479,0.0,0.0,0.0,3
TMCO5A,0.0,0.0,0.0,8
DCAF4L2,0.0,0.0,0.0,1
OR4A5,0.0,0.0,0.0,1
OR4C5,0.0,0.0,0.0,1
OR4C3,0.0,0.0,0.0,2
OR2T8,0.0,0.0,0.0,1
OR4S1,0.0,0.0,0.0,1
OR2G3,0.0,0.0,0.0,1
OR4X1,0.0,0.0,0.0,3
OR2G2,0.0,0.0,0.0,1
MTHFD2P5,0.0,0.0,0.0,1
CIDEA,0.0,0.0,0.0,4
WBSCR28,0.0,0.0,0.0,2
KDF1,0.0,0.0,0.0,2
TSPY2,0.0,0.0,0.0,5
OR6S1,0.0,0.0,0.0,1
NECAP1P1,0.0,0.0,0.0,1
OR10G4,0.0,0.0,0.0,1
OR4F21,0.0,0.0,0.0,1
ZCCHC5,0.0,0.0,0.0,1
TGIF2LY,0.0,0.0,0.0,2
OR6T1,0.0,0.0,0.0,1
OR51V1,0.0,0.0,0.0,1
DSCAML1,0.0,0.0,0.0,3
FTMT,0.0,0.0,0.0,1
OR8D4,0.0,0.0,0.0,1
OR52E2,0.0,0.0,0.0,1
FBXO39,0.0,0.0,0.0,3
OR51L1,0.0,0.0,0.0,1
OR2AP1,0.0,0.0,0.0,1
TPPP2,0.0,0.0,0.0,12
SPACA4,0.0,0.0,0.0,1
FCRL6,0.0,0.0,0.0,7
OR51G1,0.0,0.0,0.0,1
OR51G2,0.0,0.0,0.0,1
OR51T1,0.0,0.0,0.0,2
OR51H1,0.0,0.0,0.0,1
DEFB114,0.0,0.0,0.0,1
OR51S1,0.0,0.0,0.0,1
OR10H4,0.0,0.0,0.0,1
OR51F2,0.0,0.0,0.0,1
DEFB112,0.0,0.0,0.0,1
CD244,0.0,0.0,0.0,5
HORMAD1,0.0,0.0,0.0,8
OR1E1,0.0,0.0,0.0,1
OR52D1,0.0,0.0,0.0,1
OR52H1,0.0,0.0,0.0,1
OR6C2,0.0,0.0,0.0,1
SEPW1P,0.0,0.0,0.0,1
CYP11B2,0.0,0.0,0.0,1
OR3A4P,0.0,0.0,0.0,1
CLDN22,0.0,0.0,0.0,1
SLC17A8,0.0,0.0,0.0,4
OR3A1,0.0,0.0,0.0,2
ZNF645,0.0,0.0,0.0,1
HNRNPCL4,0.0,0.0,0.0,2
HTR1A,0.0,0.0,0.0,2
ST8SIA3,0.0,0.0,0.0,3
GYPA,0.0,0.0,0.0,12
OR2Z1,0.0,0.0,0.0,1
TH,0.0,0.0,0.0,11
LGALS9B,0.0,0.0,0.0,6
FAM71C,0.0,0.0,0.0,1
H1FOO,0.0,0.0,0.0,2
SLC34A1,0.0,0.0,0.0,5
ACTL9,0.0,0.0,0.0,2
FAM187B,0.0,0.0,0.0,1
NKX2-6,0.0,0.0,0.0,1
ODF3,0.0,0.0,0.0,4
FOXN3P1,0.0,0.0,0.0,1
ENTHD1,0.0,0.0,0.0,2
CBX3P1,0.0,0.0,0.0,1
MAGEB18,0.0,0.0,0.0,1
EEF1A1P16,0.0,0.0,0.0,1
SPINK6,0.0,0.0,0.0,3
OR52K2,0.0,0.0,0.0,1
C14orf177,0.0,0.0,0.0,3
WFDC9,0.0,0.0,0.0,1
KLK3,0.0,0.0,0.0,16
SDCCAG3P2,0.0,0.0,0.0,1
GHRHR,0.0,0.0,0.0,12
OR4F4,0.0,0.0,0.0,1
SLC22A24,0.0,0.0,0.0,3
LCE1D,0.0,0.0,0.0,1
OR10A7,0.0,0.0,0.0,1
CCR8,0.0,0.0,0.0,2
PEG3,0.0,0.0,0.0,10
OR9K1P,0.0,0.0,0.0,1
PRNT,0.0,0.0,0.0,3
KIR3DL1,0.0,0.0,0.0,70
SPAG11A,0.0,0.0,0.0,8
GPR139,0.0,0.0,0.0,2
RIT2,0.0,0.0,0.0,4
EDDM3B,0.0,0.0,0.0,1
EDDM3A,0.0,0.0,0.0,2
OR5AK2,0.0,0.0,0.0,1
GSX2,0.0,0.0,0.0,5
MARCO,0.0,0.0,0.0,3
PRM3,0.0,0.0,0.0,1
OR5M8,0.0,0.0,0.0,1
CETN1,0.0,0.0,0.0,1
OR5AL1,0.0,0.0,0.0,1
NETO1,0.0,0.0,0.0,7
OR6C70,0.0,0.0,0.0,1
PSG3,0.0,0.0,0.0,6
SERPINA7,0.0,0.0,0.0,3
SIX6,0.0,0.0,0.0,1
FFAR3,0.0,0.0,0.0,2
CLECL1,0.0,0.0,0.0,4
DEFA3,0.0,0.0,0.0,2
OTOL1,0.0,0.0,0.0,1
OR6X1,0.0,0.0,0.0,1
DDX53,0.0,0.0,0.0,1
SPRR4,0.0,0.0,0.0,1
OR8B8,0.0,0.0,0.0,1
IL22,0.0,0.0,0.0,2
NLRP7,0.0,0.0,0.0,40
OR4G2P,0.0,0.0,0.0,1
LGALS9C,0.0,0.0,0.0,15
OR4C46,0.0,0.0,0.0,1
OR5BS1P,0.0,0.0,0.0,1
KCNA4,0.0,0.0,0.0,2
OR2V2,0.0,0.0,0.0,1
LRRC14B,0.0,0.0,0.0,1
ENPP7,0.0,0.0,0.0,2
OR6C76,0.0,0.0,0.0,1
OR5P3,0.0,0.0,0.0,3
CTAG1B,0.0,0.0,0.0,3
C1QTNF8,0.0,0.0,0.0,2
SPATA8,0.0,0.0,0.0,4
PPIAP24,0.0,0.0,0.0,1
OR2T29,0.0,0.0,0.0,1
NLRP10,0.0,0.0,0.0,6
OR51M1,0.0,0.0,0.0,1
DEFB108B,0.0,0.0,0.0,2
GAPDHP24,0.0,0.0,0.0,1
OR2T34,0.0,0.0,0.0,1
OR4N4,0.0,0.0,0.0,1
OTOP3,0.0,0.0,0.0,2
OR51B2,0.0,0.0,0.0,3
CLEC4G,0.0,0.0,0.0,4
OR4F6,0.0,0.0,0.0,1
TMIGD1,0.0,0.0,0.0,2
OR1G1,0.0,0.0,0.0,1
GKN2,0.0,0.0,0.0,2
GIMAP6,0.0,0.0,0.0,3
KCNIP1,0.0,0.0,0.0,9
OR52A1,0.0,0.0,0.0,2
SULT1C3,0.0,0.0,0.0,1
KRTAP6-1,0.0,0.0,0.0,1
UTY,0.0,0.0,0.0,16
SPPL2C,0.0,0.0,0.0,3
S100A7A,0.0,0.0,0.0,3
CYLC1,0.0,0.0,0.0,2
OR52E6,0.0,0.0,0.0,2
OR4D9,0.0,0.0,0.0,1
FAM47B,0.0,0.0,0.0,1
OR2V1,0.0,0.0,0.0,1
GAST,0.0,0.0,0.0,1
CRISP1,0.0,0.0,0.0,4
OR5P2,0.0,0.0,0.0,3
C10orf120,0.0,0.0,0.0,2
PRR23B,0.0,0.0,0.0,1
PSG2,0.0,0.0,0.0,4
OR56A3,0.0,0.0,0.0,1
IL25,0.0,0.0,0.0,2
MBD3L5,0.0,0.0,0.0,2
TRIM49,0.0,0.0,0.0,2
MRGPRX2,0.0,0.0,0.0,1
FREM3,0.0,0.0,0.0,2
MFSD6L,0.0,0.0,0.0,1
TRIM64B,0.0,0.0,0.0,1
CNGA2,0.0,0.0,0.0,1
GDF3,0.0,0.0,0.0,1
RXFP3,0.0,0.0,0.0,2
OR4C50P,0.0,0.0,0.0,1
DHRS7C,0.0,0.0,0.0,3
CYP2A13,0.0,0.0,0.0,1
OR10G7,0.0,0.0,0.0,1
CNN2P12,0.0,0.0,0.0,1
OR2T10,0.0,0.0,0.0,1
TPM3P8,0.0,0.0,0.0,1
HBG1,0.0,0.0,0.0,1
TCEB3C,0.0,0.0,0.0,1
KRT6A,0.0,0.0,0.0,5
OR56A4,0.0,0.0,0.0,1
TMEM95,0.0,0.0,0.0,3
OR2T11,0.0,0.0,0.0,1
TMEM89,0.0,0.0,0.0,1
PRAMEF7,0.0,0.0,0.0,3
SMIM23,0.0,0.0,0.0,2
SOX1,0.0,0.0,0.0,1
NTF3,0.0,0.0,0.0,6
BPY2,0.0,0.0,0.0,4
SLC9B1P1,0.0,0.0,0.0,1
DLK1,0.0,0.0,0.0,5
NPBWR1,0.0,0.0,0.0,1
HS3ST4,0.0,0.0,0.0,2
FUNDC2P2,0.0,0.0,0.0,2
ZNF733P,0.0,0.0,0.0,2
OR1D2,0.0,0.0,0.0,1
CD8B,0.0,0.0,0.0,6
HIST2H3D,0.0,0.0,0.0,1
AHCYP5,0.0,0.0,0.0,1
OR4Q3,0.0,0.0,0.0,1
SPATA32,0.0,0.0,0.0,3
TRBV21OR9-2,0.0,0.0,0.0,1
NDN,0.0,0.0,0.0,1
OPCML,0.0,0.0,0.0,8
C14orf180,0.0,0.0,0.0,6
IFNL2,0.0,0.0,0.0,1
OR51J1,0.0,0.0,0.0,1
OR10J3,0.0,0.0,0.0,1
OR4F15,0.0,0.0,0.0,2
MRGPRG,0.0,0.0,0.0,1
RPL23AP57,0.0,0.0,0.0,1
MT1H,0.0,0.0,0.0,2
KRTAP11-1,0.0,0.0,0.0,1
KRT76,0.0,0.0,0.0,1
FGF7P2,0.0,0.0,0.0,1
TRIML1,0.0,0.0,0.0,3
OR6A2,0.0,0.0,0.0,1
OR5K1,0.0,0.0,0.0,1
TRIM49B,0.0,0.0,0.0,2
TAS2R60,0.0,0.0,0.0,1
URAD,0.0,0.0,0.0,1
SLC22A10,0.0,0.0,0.0,6
OR4F16,0.0,0.0,0.0,1
FAM133CP,0.0,0.0,0.0,1
DGAT2L6,0.0,0.0,0.0,1
IQCF2,0.0,0.0,0.0,2
HIST1H2AJ,0.0,0.0,0.0,1
ZNF804B,0.0,0.0,0.0,2
CSPG4P4Y,0.0,0.0,0.0,1
CCDC172,0.0,0.0,0.0,3
RESP18,0.0,0.0,0.0,3
IFNL1,0.0,0.0,0.0,1
OR4N5,0.0,0.0,0.0,1
TUSC5,0.0,0.0,0.0,2
MBD3L3,0.0,0.0,0.0,2
LCE3C,0.0,0.0,0.0,2
OR5L1,0.0,0.0,0.0,1
OR5D18,0.0,0.0,0.0,1
ACTL7A,0.0,0.0,0.0,1
C5orf38,0.0,0.0,0.0,7
RGS7BP,0.0,0.0,0.0,3
KRTAP19-6,0.0,0.0,0.0,1
KRTAP19-2,0.0,0.0,0.0,1
KRTAP19-4,0.0,0.0,0.0,1
KRTAP19-3,0.0,0.0,0.0,2
KRTAP15-1,0.0,0.0,0.0,1
KRTAP13-4,0.0,0.0,0.0,1
KRTAP9-4,0.0,0.0,0.0,3
TEX38,0.0,0.0,0.0,4
HTR3D,0.0,0.0,0.0,4
KRTAP19-5,0.0,0.0,0.0,1
KRTAP23-1,0.0,0.0,0.0,1
KRTAP17-1,0.0,0.0,0.0,2
SPATA31D3,0.0,0.0,0.0,2
TRDN,0.0,0.0,0.0,6
LCE5A,0.0,0.0,0.0,1
MT1B,0.0,0.0,0.0,2
LCE1F,0.0,0.0,0.0,1
DEFB128,0.0,0.0,0.0,1
OR10T2,0.0,0.0,0.0,1
KCNK18,0.0,0.0,0.0,1
GSTA1,0.0,0.0,0.0,3
OR6P1,0.0,0.0,0.0,1
KRTAP10-8,0.0,0.0,0.0,1
KRTAP10-11,0.0,0.0,0.0,1
KRTAP22-1,0.0,0.0,0.0,1
CCK,0.0,0.0,0.0,4
SERPINA11,0.0,0.0,0.0,1
FUNDC2P3,0.0,0.0,0.0,1
OR13F1,0.0,0.0,0.0,1
DEFB105A,0.0,0.0,0.0,1
TMPRSS11A,0.0,0.0,0.0,4
KRTAP19-7,0.0,0.0,0.0,2
OR10J5,0.0,0.0,0.0,1
DEFB131,0.0,0.0,0.0,1
KRTAP6-2,0.0,0.0,0.0,1
OR10H1,0.0,0.0,0.0,1
SCGN,0.0,0.0,0.0,3
H1FNT,0.0,0.0,0.0,1
TPI1P3,0.0,0.0,0.0,1
DEFB107A,0.0,0.0,0.0,1
OR13C8,0.0,0.0,0.0,1
OR6N1,0.0,0.0,0.0,1
LCE1A,0.0,0.0,0.0,1
OR4F5,0.0,0.0,0.0,1
TMSB4XP2,0.0,0.0,0.0,1
DEFB106A,0.0,0.0,0.0,1
OR4C12,0.0,0.0,0.0,1
FAM170A,0.0,0.0,0.0,7
ATP4B,0.0,0.0,0.0,1
HBB,0.0,0.0,0.0,4
OR1J2,0.0,0.0,0.0,1
HTR3E,0.0,0.0,0.0,6
DEFB106B,0.0,0.0,0.0,2
DEFB105B,0.0,0.0,0.0,2
PRR30,0.0,0.0,0.0,2
LCE4A,0.0,0.0,0.0,2
UGT2B28,0.0,0.0,0.0,3
OR5D14,0.0,0.0,0.0,1
GABRA5,0.0,0.0,0.0,11
LCE3B,0.0,0.0,0.0,1
GPR142,0.0,0.0,0.0,3
LCE3A,0.0,0.0,0.0,1
GRK1,0.0,0.0,0.0,3
OVOL1,0.0,0.0,0.0,3
DDX3Y,0.0,0.0,0.0,9
KLK5,0.0,0.0,0.0,5
SLC22A12,0.0,0.0,0.0,5
HORMAD2,0.0,0.0,0.0,4
FAM19A5,0.0,0.0,0.0,5
SSX2,0.0,0.0,0.0,4
CXCL14,0.0,0.0,0.0,2
PRAMENP,0.0,0.0,0.0,3
CHAT,0.0,0.0,0.0,9
AQP12A,0.0,0.0,0.0,5
SGCD,0.0,0.0,0.0,4
MS4A4A,0.0,0.0,0.0,6
AIF1,0.0,0.0,0.0,35
TPM3P7,0.0,0.0,0.0,1
VSTM1,0.0,0.0,0.0,52
SNRPEP3,0.0,0.0,0.0,1
TREM2,0.0,0.0,0.0,3
DUPD1,0.0,0.0,0.0,2
PAX4,0.0,0.0,0.0,7
OR13H1,0.0,0.0,0.0,1
TEKT1,0.0,0.0,0.0,5
TBC1D3P4,0.0,0.0,0.0,1
PLET1,0.0,0.0,0.0,1
TPSAB1,0.0,0.0,0.0,4
RNASE9,0.0,0.0,0.0,11
IGHV1OR15-9,0.0,0.0,0.0,1
TSPY13P,0.0,0.0,0.0,1
DUSP21,0.0,0.0,0.0,1
TBC1D3P2,0.0,0.0,0.0,3
CRISP2,0.0,0.0,0.0,3
FOXR2,0.0,0.0,0.0,1
DEFB119,0.0,0.0,0.0,4
CMTM5,0.0,0.0,0.0,8
OR6N2,0.0,0.0,0.0,1
TCTEX1D4,0.0,0.0,0.0,1
GJB4,0.0,0.0,0.0,1
ZCCHC13,0.0,0.0,0.0,1
RLIMP1,0.0,0.0,0.0,1
CLEC2A,0.0,0.0,0.0,2
KIR2DS4,0.0,0.0,0.0,26
HMX2,0.0,0.0,0.0,1
TMEM8C,0.0,0.0,0.0,2
NCR3,0.0,0.0,0.0,55
FASLG,0.0,0.0,0.0,2
IL17A,0.0,0.0,0.0,1
OR56A5,0.0,0.0,0.0,2
KRTAP24-1,0.0,0.0,0.0,1
OR6W1P,0.0,0.0,0.0,3
H3F3C,0.0,0.0,0.0,1
SIRPB3P,0.0,0.0,0.0,1
ZCCHC16,0.0,0.0,0.0,1
FSCB,0.0,0.0,0.0,1
GFRAL,0.0,0.0,0.0,1
VWC2,0.0,0.0,0.0,1
OR1J4,0.0,0.0,0.0,1
OBP2A,0.0,0.0,0.0,7
RNFT1P3,0.0,0.0,0.0,1
GOLGA2P6,0.0,0.0,0.0,1
PKHD1,0.0,0.0,0.0,2
IL1F10,0.0,0.0,0.0,3
HYPM,0.0,0.0,0.0,1
TRIM60,0.0,0.0,0.0,4
SERPINB4,0.0,0.0,0.0,4
SERPINA12,0.0,0.0,0.0,2
IGFL3,0.0,0.0,0.0,1
OR51I2,0.0,0.0,0.0,1
MYL1,0.0,0.0,0.0,4
TMEM202,0.0,0.0,0.0,3
KRT77,0.0,0.0,0.0,3
SYT8,0.0,0.0,0.0,14
OR2S2,0.0,0.0,0.0,3
PPP1R17,0.0,0.0,0.0,3
COX8C,0.0,0.0,0.0,2
CLEC14A,0.0,0.0,0.0,1
GJA4,0.0,0.0,0.0,2
ASCL4,0.0,0.0,0.0,1
KIR2DL3,0.0,0.0,0.0,41
GDAP1L1,0.0,0.0,0.0,9
OR14I1,0.0,0.0,0.0,1
THEG,0.0,0.0,0.0,4
ZBTB8OSP1,0.0,0.0,0.0,1
TMEM215,0.0,0.0,0.0,1
LY6H,0.0,0.0,0.0,7
TBC1D3P3,0.0,0.0,0.0,1
PRSS3,0.0,0.0,0.0,8
BTNL3,0.0,0.0,0.0,1
SCGB1C1,0.0,0.0,0.0,1
OR2T2,0.0,0.0,0.0,3
NLRP13,0.0,0.0,0.0,2
BSX,0.0,0.0,0.0,1
RTP5,0.0,0.0,0.0,4
KRTAP4-5,0.0,0.0,0.0,1
SIGLEC6,0.0,0.0,0.0,9
OR6C75,0.0,0.0,0.0,1
OR2G6,0.0,0.0,0.0,1
OR51F1,0.0,0.0,0.0,1
SHISA6,0.0,0.0,0.0,4
PRYP3,0.0,0.0,0.0,2
RASAL3,0.0,0.0,0.0,7
NPM1P14,0.0,0.0,0.0,1
OR6C74,0.0,0.0,0.0,1
FAM25A,0.0,0.0,0.0,1
POU1F1,0.0,0.0,0.0,4
KRTAP1-3,0.0,0.0,0.0,2
ANKRD36P1,0.0,0.0,0.0,1
OR5W2,0.0,0.0,0.0,1
CEACAM3,0.0,0.0,0.0,8
PLEKHG7,0.0,0.0,0.0,2
SPHKAP,0.0,0.0,0.0,3
KRT18P24,0.0,0.0,0.0,1
TFAP2B,0.0,0.0,0.0,3
IL1RAPL2,0.0,0.0,0.0,3
SPATA31D1,0.0,0.0,0.0,2
BSPH1,0.0,0.0,0.0,1
OR7E25P,0.0,0.0,0.0,1
OR2T27,0.0,0.0,0.0,1
CPSF4L,0.0,0.0,0.0,2
OR52B6,0.0,0.0,0.0,1
DPPA3,0.0,0.0,0.0,1
KIR2DL4,0.0,0.0,0.0,90
